title|context|question|answer|answer_start|answer_end
Isaac Newton|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo. ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|Philosophiae Naturalis Principia Mathematica có nội dung như thế nào?|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo.|0|304
Isaac Newton|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo. ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|Luận thuyết năm 1687 của Newton đã khiến cho nền khoa học bấy giờ như thế nào?|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo.|0|304
Isaac Newton|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo. ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|Newton đã loại bỏ được thuyết gì trong thời kì này?|ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|305|636
Isaac Newton|Luận thuyết của ông về Philosophiae Naturalis Principia Mathematica (Các Nguyên lý Toán học của Triết học Tự nhiên) xuất bản năm 1687, đã mô tả về vạn vật hấp dẫn và 3 định luật Newton, được coi là nền tảng của cơ học cổ điển, đã thống trị các quan niệm về vật lý, khoa học trong suốt 3 thế kỷ tiếp theo. ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|Định luật Kepler chủ yếu nói về gì?|ông cho rằng sự chuyển động của các vật thể trên mặt đất và các vật thể trong bầu trời bị chi phối bởi các định luật tự nhiên giống nhau; bằng cách chỉ ra sự thống nhất giữa Định luật Kepler về sự chuyển động của hành tinh và lý thuyết của ông về trọng lực, ông đã loại bỏ hoàn toàn Thuyết nhật tâm và theo đuổi cách mạng khoa học.|305|636
Đạn|"Ngày nay, trong tiếng Việt, từ ""đạn"" đôi khi bị nhầm lẫn. Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh. Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi. Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn"". Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng"". ""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|"Ngày nay, người Việt hiều từ ""đạn"" theo nghĩa như thế nào?"|"Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh."|58|209
Đạn|"Ngày nay, trong tiếng Việt, từ ""đạn"" đôi khi bị nhầm lẫn. Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh. Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi. Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn"". Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng"". ""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|Phần đạn rời khỏi nòng súng sau khi bóp cò thường được gọi là gì?|"Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi."|210|284
Đạn|"Ngày nay, trong tiếng Việt, từ ""đạn"" đôi khi bị nhầm lẫn. Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh. Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi. Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn"". Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng"". ""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|"Người Việt Nam thường gọi tắt ""đầu đạn"" bằng gì?"|"Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn""."|285|458
Đạn|"Ngày nay, trong tiếng Việt, từ ""đạn"" đôi khi bị nhầm lẫn. Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh. Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi. Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn"". Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng"". ""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|"Nghĩa từ ""đạn"" được hiểu theo giống nghĩa từ gì trong tiếng Anh?"|"Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng""."|459|597
Đạn|"Ngày nay, trong tiếng Việt, từ ""đạn"" đôi khi bị nhầm lẫn. Đôi khi, ""đạn"" để chỉ một cơ cấu ghép với nhau gồm ""ống liều"", ""đầu đạn"", ""liều phóng"" và các thành phần khác, tương tự từ ""cartridge"" trong tiếng Anh. Trong trường hợp này, người ta dùng ""đầu đạn"" để chỉ phần đạn được bắn đi. Đôi lúc, từ ""đạn"" lại chỉ phần ""đầu đạn"" của trường hợp trên, ví dụ dùng trong các loại súng bắn liều phóng rời như súng cối hay pháo, hoặc trong văn học như từ ""trúng đạn"". Thông dụng nhất là trường hợp đề cập trên cùng; ""đạn"" tương đương với ""cartridge"" tiếng Anh, gồm cả ""ống liều"", ""đầu đạn"" và ""liều phóng"". ""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|Người ta gọi tên của các đầu đạn dựa theo các kích thước là gì?|"""Vỏ đạn"" tương ứng với từ ""case"" trong tiếng Anh, ""đầu đạn"" nhỏ tương ứng với từ ""bullet"", ""đầu đạn"" lớn tương ứng với từ ""projectile""."|598|733
Bạc Liêu|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam. Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900. Ngày 22 tháng 10 năm 1956, tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên. Ngày 8 tháng 9 năm 1964, tỉnh Bạc Liêu được tái lập trở lại. Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải. Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|Bạc Liêu nằm ở khu vực nào?|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam.|0|117
Bạc Liêu|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam. Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900. Ngày 22 tháng 10 năm 1956, tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên. Ngày 8 tháng 9 năm 1964, tỉnh Bạc Liêu được tái lập trở lại. Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải. Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|Tỉnh Bạc Liệu biến mất khỏi bản đồ Việt Nam lần hai vào thời gian nào?|Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải.|363|435
Bạc Liêu|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam. Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900. Ngày 22 tháng 10 năm 1956, tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên. Ngày 8 tháng 9 năm 1964, tỉnh Bạc Liêu được tái lập trở lại. Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải. Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|Cà Mau nằm ở vị trí nào của nước Việt Nam?|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam.|0|117
Bạc Liêu|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam. Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900. Ngày 22 tháng 10 năm 1956, tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên. Ngày 8 tháng 9 năm 1964, tỉnh Bạc Liêu được tái lập trở lại. Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải. Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|Tên gọi của tỉnh bắt nguồn từ địa danh nào?|Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|436|732
Bạc Liêu|Bạc Liêu là một tỉnh thuộc duyên hải vùng bằng sông Cửu Long, nằm trên bán đảo Cà Mau, miền đất cực Nam của Việt Nam. Tỉnh Bạc Liêu được thành lập ngày 20 tháng 12 năm 1899 và chính thức hoạt động từ ngày 1 tháng 1 năm 1900. Ngày 22 tháng 10 năm 1956, tỉnh Bạc Liêu bị giải thể nhập vào tỉnh Ba Xuyên. Ngày 8 tháng 9 năm 1964, tỉnh Bạc Liêu được tái lập trở lại. Tháng 2 năm 1976, tỉnh Bạc Liêu lại bị giải thể, nhập vào tỉnh Minh Hải. Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|Vì sao con rạch được đặt tên là Bạc Liêu?|Ngày 06 tháng 11 năm 1996, tỉnh Bạc Liêu được tái lập thêm lần nữa, chính thức đi vào hoạt động từ ngày 1 tháng 1 năm 1997 cho đến ngày nay.Tỉnh Bạc Liêu từ khi thành hình đã lấy tên của con rạch Bạc Liêu (có giả thuyết cho rằng do Poanh Lieu mà ra, tức là nơi có Đạo quân Lào trú đóng thời xưa).|436|732
Luxembourg|Luxembourg là một nước theo dân chủ đại nghị và quân chủ lập hiến, được cai trị bởi một đại công tước và là đại công quốc duy nhất còn tồn tại trên thế giới. Đất nước có một nền kinh tế phát triển cao, với GDP bình quân đầu người cao nhất trên thế giới (107.206 USD/người/năm). Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự. Thành phố Luxembourg, thủ đô và là thành phố lớn nhất, là nơi đóng của một vài cơ quan và đại diện của Liên minh châu Âu.|Thể chế chính trị của đất nước Luxembourg là gì?|Luxembourg là một nước theo dân chủ đại nghị và quân chủ lập hiến, được cai trị bởi một đại công tước và là đại công quốc duy nhất còn tồn tại trên thế giới.|0|157
Luxembourg|Luxembourg là một nước theo dân chủ đại nghị và quân chủ lập hiến, được cai trị bởi một đại công tước và là đại công quốc duy nhất còn tồn tại trên thế giới. Đất nước có một nền kinh tế phát triển cao, với GDP bình quân đầu người cao nhất trên thế giới (107.206 USD/người/năm). Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự. Thành phố Luxembourg, thủ đô và là thành phố lớn nhất, là nơi đóng của một vài cơ quan và đại diện của Liên minh châu Âu.|Luxembourg có thành tựu kinh tế gì trên thế giới?|Đất nước có một nền kinh tế phát triển cao, với GDP bình quân đầu người cao nhất trên thế giới (107.206 USD/người/năm).|158|277
Luxembourg|Luxembourg là một nước theo dân chủ đại nghị và quân chủ lập hiến, được cai trị bởi một đại công tước và là đại công quốc duy nhất còn tồn tại trên thế giới. Đất nước có một nền kinh tế phát triển cao, với GDP bình quân đầu người cao nhất trên thế giới (107.206 USD/người/năm). Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự. Thành phố Luxembourg, thủ đô và là thành phố lớn nhất, là nơi đóng của một vài cơ quan và đại diện của Liên minh châu Âu.|Những tổ chức quốc tế mà Luxembourg tham gia sáng lập gồm những gì?|Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự.|278|459
Luxembourg|Luxembourg là một nước theo dân chủ đại nghị và quân chủ lập hiến, được cai trị bởi một đại công tước và là đại công quốc duy nhất còn tồn tại trên thế giới. Đất nước có một nền kinh tế phát triển cao, với GDP bình quân đầu người cao nhất trên thế giới (107.206 USD/người/năm). Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự. Thành phố Luxembourg, thủ đô và là thành phố lớn nhất, là nơi đóng của một vài cơ quan và đại diện của Liên minh châu Âu.|Xu thế chính trị của Luxembourg thông qua việc tham gia sáng lập các tổ chức quốc tế là gì?|Luxembourg là thành viên sáng lập của Liên minh châu Âu, NATO, Liên hợp quốc, Benelux và Liên minh Tây Âu, phản ánh xu thế chính trị của việc hội nhập kinh tế, chính trị và quân sự.|278|459
Tôm tít|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda). Chúng không phải tôm cũng chẳng phải bọ ngựa nhưng chúng có tên trong tiếng Anh là Mantis shrimp hay tôm bọ ngựa vì chúng giống cả hai, với cặp càng giống của bọ ngựa. Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu. Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata). Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|Tôm tít thuộc bộ nào trong lớp giáp xác?|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda).|0|181
Tôm tít|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda). Chúng không phải tôm cũng chẳng phải bọ ngựa nhưng chúng có tên trong tiếng Anh là Mantis shrimp hay tôm bọ ngựa vì chúng giống cả hai, với cặp càng giống của bọ ngựa. Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu. Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata). Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|Càng của các động vật thuộc bộ Tôm chân miệng có đặc điểm gì?|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda).|0|181
Tôm tít|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda). Chúng không phải tôm cũng chẳng phải bọ ngựa nhưng chúng có tên trong tiếng Anh là Mantis shrimp hay tôm bọ ngựa vì chúng giống cả hai, với cặp càng giống của bọ ngựa. Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu. Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata). Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|Tôm tít thường sinh sống ở đâu?|Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu.|350|428
Tôm tít|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda). Chúng không phải tôm cũng chẳng phải bọ ngựa nhưng chúng có tên trong tiếng Anh là Mantis shrimp hay tôm bọ ngựa vì chúng giống cả hai, với cặp càng giống của bọ ngựa. Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu. Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata). Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|Có bao nhiêu loài thuộc bộ Tôm chân miệng?|Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata).|429|536
Tôm tít|Tôm tít, tôm tích, tôm thuyền, bề bề hay tôm búa (do một số loài có càng tiến hóa thành dạng chùy), là tên được dùng để gọi nhóm giáp xác biển thuộc bộ Tôm chân miệng (Stomatopoda). Chúng không phải tôm cũng chẳng phải bọ ngựa nhưng chúng có tên trong tiếng Anh là Mantis shrimp hay tôm bọ ngựa vì chúng giống cả hai, với cặp càng giống của bọ ngựa. Tôm tít có mặt rộng rãi tại những vùng biển ôn đới và nhiệt đới trên toàn cầu. Bộ Tôm chân miệng bao gồm khoảng trên 400 loài và tất cả chúng đều nằm trong phân bộ Giáp đơn (Unipeltata). Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|Họ nào thuộc bộ Tôm chân miệng được sử dụng làm thực phẩm nhiều nhất ở Việt Nam?|Bộ này có nhiều họ, trong đó họ Squillidae là họ có nhiều loài được dùng làm thực phẩm tại Việt Nam.|537|637
Biển Đông|Tại Việt Nam, tên gọi Biển Đông là tên gọi truyền thống, trước kia còn gọi là bể Đông hay Đông Hải theo từ Hán Việt, ý là vùng biển nằm ở phía đông Việt Nam. Lịch triều hiến chương loại chí của Phan Huy Chú, mục Dư địa chí chép: Xét trong sách vở đã ghi chép, đất nước ta phía đông đến biển, phía tây giáp Vân Nam,.... Hoàng Việt địa dư chí, Phan Huy Chú viết: 其地西接哀牢,東臨大海,南夾廣南,北連乂安。/Kỳ địa tây tiếp Ai Lao, đông lâm đại hải, nam giáp Quảng Nam, bắc liên Nghệ An./Đất [Đàng Trong] phía tây tiếp giáp Ai Lao, phía đông [là] biển lớn, đoạn phía nam là Quảng Nam, phía bắc nối liền với Nghệ An. Trong Bình Ngô đại cáo, (Biển Đông được nhắc đến với tên gọi là Đông Hải (東 海), Nguyễn Trãi viết:|Tiếp giáp với phía đông của Việt Nam là khu vực nào?|Tại Việt Nam, tên gọi Biển Đông là tên gọi truyền thống, trước kia còn gọi là bể Đông hay Đông Hải theo từ Hán Việt, ý là vùng biển nằm ở phía đông Việt Nam.|0|157
Biển Đông|Tại Việt Nam, tên gọi Biển Đông là tên gọi truyền thống, trước kia còn gọi là bể Đông hay Đông Hải theo từ Hán Việt, ý là vùng biển nằm ở phía đông Việt Nam. Lịch triều hiến chương loại chí của Phan Huy Chú, mục Dư địa chí chép: Xét trong sách vở đã ghi chép, đất nước ta phía đông đến biển, phía tây giáp Vân Nam,.... Hoàng Việt địa dư chí, Phan Huy Chú viết: 其地西接哀牢,東臨大海,南夾廣南,北連乂安。/Kỳ địa tây tiếp Ai Lao, đông lâm đại hải, nam giáp Quảng Nam, bắc liên Nghệ An./Đất [Đàng Trong] phía tây tiếp giáp Ai Lao, phía đông [là] biển lớn, đoạn phía nam là Quảng Nam, phía bắc nối liền với Nghệ An. Trong Bình Ngô đại cáo, (Biển Đông được nhắc đến với tên gọi là Đông Hải (東 海), Nguyễn Trãi viết:|Văn kiện nào của Nguyễn Trãi trong đó có nhắc tới Đông Hải?|Trong Bình Ngô đại cáo, (Biển Đông được nhắc đến với tên gọi là Đông Hải (東 海), Nguyễn Trãi viết:|592|689
